NAME,SPECT_TYPE
V495 Pup  ,                 
IL Pup    ,                 
V355 Pup  ,                 
FI Pup    ,                 
V628 Pup  ,                 
V682 Pup  ,                 
DF Pup    ,                 
DI Pup    ,                 
ES Pup    ,                 
EU Pup    ,                 
V623 Pup  ,                 
HR Pup    ,                 
DG Pup    ,                 
V409 Pup  ,                 
HV Pup    ,M5               
V407 Pup  ,                 
BW Pup    ,                 
V611 Hya  ,                 
V362 Hya  ,                 
V607 Hya  ,                 
V832 Mon  ,                 
V896 Mon  ,                 
UX Mon    ,A6Vep+G0-G2III-I 
FW Mon    ,B5+F2            
V1026 Mon ,                 
V897 Mon  ,M                
V635 Mon  ,F5+A2            
RT Mon    ,M3-4III          
HU Hya    ,A2               
V836 Mon  ,                 
PS Mon    ,M                
HQ Hya    ,F3IIIp           
V834 Mon  ,                 
V775 Mon  ,                 
V576 Mon  ,                 
AW Mon    ,A2ea             
V575 Mon  ,                 
V716 Mon  ,                 
GO Pup    ,C(N)             
EZ Pup    ,                 
YY CMi    ,F6Vn             
FY CMi    ,                 
BI CMi    ,F2               
DD Hya    ,A-F              
CR CMi    ,                 
BT CMi    ,B2Vne            
BC CMi    ,M5               
VW CMi    ,                 
EI CMi    ,                 
EG CMi    ,                 
AD CMi    ,F0III-F3III      
BH CMi    ,                 
VX CMi    ,Me               
CQ CMi    ,                 
AM CMi    ,                 
EO CMi    ,                 
EE CMi    ,                 
AE CMi    ,M2e              
V954 Mon  ,                 
V951 Mon  ,                 
V950 Mon  ,                 
V956 Mon  ,                 
V767 Mon  ,                 
KR Mon    ,G3V              
V844 Mon  ,                 
V948 Mon  ,                 
V946 Mon  ,                 
V947 Mon  ,                 
EK CMi    ,                 
EM CMi    ,                 
CW CMi    ,                 
EF CMi    ,                 
EL CMi    ,                 
EH CMi    ,                 
AF CMi    ,M7e              
V994 Mon  ,                 
V645 Mon  ,K4III            
V681 Mon  ,                 
V895 Mon  ,F4               
R Cnc     ,M6e-M9e          
KO Cnc    ,                 
V353 Gem  ,                 
VW Cnc    ,M7               
TV Cnc    ,M7               
CO CMi    ,                 
ZZ Cnc    ,A8IV-V:+K0III:   
GR Cnc    ,                 
BL Cnc    ,M3III            
KM Cnc    ,                 
NO Cnc    ,                 
V476 Gem  ,                 
V435 Gem  ,                 
U Gem     ,pec(UG)+M4.5V    
XY Gem    ,M8:              
NN Cnc    ,                 
VV Cnc    ,M3II             
NS Cnc    ,pec(e)           
RV Cnc    ,F8               
IW Cnc    ,                 
BP Gem    ,M8e              
VX Cnc    ,M1               
UZ Cnc    ,K2               
FP Cnc    ,M0.5V:e          
CT Cnc    ,M1               
AO Gem    ,                 
V436 Gem  ,F2IV-V           
V363 Gem  ,                 
XZ Gem    ,M6               
BM Cnc    ,B9p(Si-Cr)       
V521 Gem  ,                 
V364 Gem  ,                 
SW Lyn    ,F2V              
KP Lyn    ,                 
IW Lyn    ,                 
IZ Lyn    ,                 
DV Lyn    ,                 
DZ Lyn    ,F3V              
BB Lyn    ,                 
AZ Lyn    ,                 
AV Lyn    ,                 
HT Lyn    ,                 
AW Lyn    ,                 
IO Lyn    ,                 
IN Lyn    ,                 
LY Lyn    ,                 
DY Lyn    ,F5V              
IL Lyn    ,                 
W Lyn     ,M6               
AD Lyn    ,                 
AY Lyn    ,                 
BG Lyn    ,                 
CN Lyn    ,                 
V461 Com  ,                 
V337 Com  ,                 
GP Com    ,DBe              
V363 Com  ,                 
V459 Com  ,                 
V414 Com  ,                 
V424 Com  ,                 
AX Com    ,                 
DY Com    ,                 
EQ Com    ,                 
EH Com    ,                 
V694 Vir  ,                 
NP Com    ,K0               
AV Com    ,                 
RX Com    ,                 
V691 Vir  ,                 
V457 Vir  ,G5               
QQ Com    ,                 
MP Com    ,F0               
KY Com    ,                 
AZ Com    ,                 
NQ Com    ,M0               
T Com     ,M2:-M8-9eIII     
BB Com    ,                 
Z Com     ,                 
Y Com     ,                 
EU Com    ,M5               
SS Com    ,F5               
BC Com    ,                 
BE Com    ,                 
V335 Com  ,                 
AY Com    ,                 
OP Com    ,                 
V474 Com  ,                 
V465 Com  ,                 
AP Boo    ,                 
OR Com    ,                 
V388 Boo  ,                 
IR Boo    ,                 
SY Boo    ,                 
CG Boo    ,                 
V419 Boo  ,                 
V420 Boo  ,                 
V450 Boo  ,                 
V449 Boo  ,                 
V448 Boo  ,                 
AR Boo    ,                 
EN Boo    ,M1               
V395 Boo  ,                 
CX Boo    ,DA               
V372 Boo  ,                 
EO Boo    ,M2III            
ksi Boo   ,G8Ve+K4Ve        
EQ Boo    ,G5               
DE Boo    ,K2V              
DY Boo    ,M2               
V600 Vir  ,                 
GS Vir    ,                 
AR Vir    ,                 
QY Vir    ,G8V              
DV Vir    ,                 
CE Boo    ,M2Ve+M8Ve        
V409 Boo  ,A5               
V373 Boo  ,                 
NO Boo    ,                 
CQ Boo    ,                 
EL Boo    ,F8               
DV Boo    ,A2               
V402 Boo  ,                 
HO Boo    ,K2V              
DF Boo    ,                 
SZ Boo    ,F5               
VZ Boo    ,                 
EP Boo    ,M0               
CZ Boo    ,                 
EG Boo    ,K5               
WW Boo    ,                 
ES Aqr    ,M4III            
VZ Scl    ,pec(e)           
BY Scl    ,                 
DO Scl    ,                 
LV Aqr    ,M2III            
V383 Aqr  ,                 
NN Peg    ,                 
V408 Peg  ,                 
V683 Peg  ,                 
GV Cep    ,                 
V777 Cep  ,                 
V764 Cep  ,                 
V783 Cep  ,                 
V781 Cep  ,                 
V369 Cep  ,                 
V376 Cep  ,G4p              
V953 Cep  ,                 
V955 Cep  ,                 
V896 Cep  ,DA+dM            
AY Cep    ,                 
V933 Cep  ,                 
V947 Cep  ,                 
AY Scl    ,                 
TT Scl    ,e                
AT Scl    ,                 
SZ Scl    ,                 
DN Scl    ,A                
TZ Scl    ,                 
TV Scl    ,                 
BR Aqr    ,A8-F6            
EK Aqr    ,                 
HR Aqr    ,                 
HH Peg    ,M3III            
DO Psc    ,                 
DN Psc    ,                 
FH Psc    ,K0               
FI Psc    ,                 
FL Psc    ,                 
CG Psc    ,                 
FF Psc    ,                 
V786 Cep  ,                 
ES Cep    ,K0(V)            
V780 Cep  ,                 
V861 Cep  ,                 
TV CVn    ,M5               
CH CVn    ,K5               
DX CVn    ,                 
GS CVn    ,                 
CF CVn    ,K3III            
RW Crv    ,                 
RY Crv    ,                 
WZ Crv    ,F7+G             
YZ Crv    ,                 
RS Crv    ,                 
Z Crv     ,                 
RT Crv    ,                 
ZZ Crv    ,                 
UZ Crv    ,                 
SU Crv    ,Me               
AE Crv    ,                 
XY Crv    ,                 
UY Crv    ,                 
SV Hya    ,F0-F8            
EO Hya    ,                 
V342 Hya  ,                 
V708 Hya  ,                 
V702 Hya  ,                 
V706 Hya  ,                 
V679 Hya  ,                 
V724 Hya  ,                 
V722 Hya  ,                 
FI Hya    ,"M4e(S4,4e)       "
EM Hya    ,                 
KV Hya    ,                 
V553 Hya  ,                 
KM Hya    ,                 
V390 Vir  ,                 
V626 Vir  ,                 
KN Vir    ,                 
DH Vir    ,                 
R Vir     ,M3.5IIIe-M8.5e   
CI Vir    ,M6               
GH Vir    ,                 
DS Vir    ,A7V:             
EF Vir    ,                 
DR Vir    ,G5               
V677 Vir  ,                 
FK Vir    ,M4III            
FY Vir    ,                 
DE Com    ,                 
DN Com    ,                 
CS Com    ,                 
PV Com    ,                 
IV Com    ,                 
FU Vir    ,                 
FU Com    ,                 
CV Com    ,M                
DH CVn    ,                 
ER CVn    ,M0               
EQ CVn    ,G0V              
RR CVn    ,A9-F5            
HN CVn    ,F8               
V407 UMa  ,                 
V401 UMa  ,                 
V404 UMa  ,                 
UV UMa    ,M4               
V400 UMa  ,                 
BK CVn    ,B9IV(Si)         
HT CVn    ,                 
BI CVn    ,G0               
DY CVn    ,                 
HU CVn    ,                 
HV CVn    ,                 
DW CVn    ,F8V              
S CVn     ,K3III            
RS CVn    ,F4IV-V+K0IVe     
DZ CVn    ,                 
HQ CVn    ,                 
DU CVn    ,                 
TT CVn    ,"C3,5CH(R6p)      "
EY CVn    ,                 
BG CVn    ,DA4.4            
EK CVn    ,M6               
CC CVn    ,K0III            
BF CVn    ,M1.5Ve           
WX Crv    ,M7e:             
TU Crv    ,F0III            
R Crv     ,M4.5e-M9:e       
XX Crv    ,                 
UV Crv    ,                 
V622 Vir  ,                 
KU Vir    ,                 
BO Vir    ,                 
V403 Vir  ,                 
V389 Vir  ,                 
V619 Vir  ,                 
GM Vir    ,                 
CV Vir    ,Me               
V624 Vir  ,                 
DF Vir    ,                 
KM Vir    ,                 
CK Vir    ,G                
EM Vir    ,                 
V336 Vir  ,                 
PT Vir    ,                 
EK Vir    ,                 
EH Vir    ,                 
DY Vir    ,G0V              
IR Com    ,                 
AF Com    ,                 
AT Com    ,                 
GP CVn    ,DA+M             
CI CVn    ,A3               
EZ CVn    ,                 
SY CVn    ,M8               
BZ CVn    ,M3III            
CE CVn    ,M                
V CVn     ,M4e-M6eIIIa:     
AV CVn    ,"S2.5,9           "
KL Pup    ,                 
V561 Pup  ,                 
BT Pup    ,                 
BX Pup    ,                 
BY Pup    ,                 
OT Pup    ,M4               
V564 Pup  ,                 
AH Pup    ,                 
V560 Pup  ,                 
V644 Pup  ,                 
V533 Pup  ,                 
V524 Pup  ,                 
HT Pup    ,                 
II Pup    ,                 
IN Pup    ,                 
HW Pup    ,                 
V421 Pup  ,                 
HX Pup    ,                 
MQ Hya    ,                 
